num_processes,avg_burst_time,std_burst_time,min_burst_time,max_burst_time,avg_arrival_time,arrival_spread,avg_inter_arrival,avg_priority,std_priority,time_quantum,quantum_to_avg_burst,burst_variance_ratio,total_burst_time,system_load,expected_penalty_impact,priority_urgency_ratio,best_algorithm
5,9.21190434829526,12.896212324241047,1.4033981899915644,34.95600348094227,1.951159813138513,1.7884359058684165,0.4471089764671041,7.0,3.0983866769659336,6.29607193445153,0.6834712667871623,1.3999507416322228,46.059521741476296,0.9433959869042684,36.84761739318104,0.4363924897135118,RR
6,10.316046490555552,11.479968125217233,1.1889142262011014,27.554037056928912,1.631591641945139,1.6309025485299602,0.32618050970599205,6.5,3.2015621187164243,5.977230527062973,0.5794109722688038,1.1128263269971945,61.89627894333331,0.9628564068055722,46.42220920749998,0.48508516950248853,SJF
3,9.615084275325268,11.28913308367937,1.2933680096218612,25.575457968842233,1.9857007282545105,1.875357477417523,0.9376787387087615,6.666666666666667,4.0276819911981905,4.8656088156205985,0.5060391231418511,1.1741065143495553,28.845252825975802,0.9131723241263294,41.665365193076155,0.5952239395859394,FCFS
7,10.28415161031045,11.698295887044504,2.247831713745565,29.651268075141324,1.2679167038837507,2.9191995846509005,0.48653326410848335,7.142857142857143,3.6421567954234173,3.4529117420528213,0.33575076223021444,1.1375071401433146,71.98906127217316,0.9610292230085237,39.66744192548316,0.5028618849697026,RR
4,8.467129472643316,10.00602029139039,2.470724877792424,25.79278242646257,2.1559552228481307,1.0389438183597428,0.34631460611991427,6.5,3.2015621187164243,7.030847104286335,0.8303696225506524,1.1817488233431552,33.868517890573266,0.9289725874882545,38.102082626894926,0.48508516950248853,RR
3,11.115512652858113,13.73098587969156,1.2265356351709986,30.532943502503542,1.0480764077676905,1.8162452878914161,0.9081226439457082,7.0,3.559026084010437,2.835295762347327,0.2550755732906563,1.2352993792113522,33.34653795857434,0.9413838328682083,44.46205061143245,0.5012712794380898,FCFS
14,12.113481615899653,14.85379440225503,1.195515987691621,38.41424078025517,1.5176439648437765,2.4000428776049763,0.18461868289269048,6.428571428571429,3.331972511340172,4.231723497586407,0.3493399859568056,1.226220080505885,169.58874262259513,0.9833999016346222,55.37591595839841,0.5103677807304421,SJF
13,12.164540410961585,14.837526578859853,1.5475946530260218,39.85847819135102,1.5529143236503968,2.429295108074763,0.20244125900623025,7.153846153846154,3.655262883235914,3.5368611135953794,0.290751725433727,1.2197358944600665,158.13902534250062,0.9847223871208032,46.786693888313785,0.5039068661937104,SJF
13,11.771056110297591,14.53675748023548,1.2265812580776605,37.85543542495867,1.1306529981357691,2.397369165096243,0.19978076375802026,6.384615384615385,3.151030638194468,3.423038363685029,0.29080129527973925,1.2349577934233436,153.02372943386868,0.9845006276144581,54.32795127829657,0.4859240604570354,SJF
9,13.371954259386833,15.52562099581923,1.4353167201893506,39.97333675913576,2.0156775238654356,2.3146902818789226,0.2893362852348653,6.555555555555555,3.5624932315291997,6.824110906916705,0.5103301114065898,1.1610584881353874,120.34758833448149,0.9770949171149718,59.43090781949704,0.5352660948875259,RR
3,14.212597743549983,15.12318173773701,3.0626347165849923,35.593422549369606,1.290140656330808,2.6398061477253907,1.3199030738626953,6.0,2.8284271247461903,8.616079053175389,0.6062283059467838,1.06406879379952,42.63779323064995,0.9406301827678722,71.06298871774992,0.46367657782724436,FCFS
3,11.035767202919375,12.710568050066188,1.0852784358270822,28.97552624012775,1.4132469715855882,2.836077108699052,1.418038554349526,7.0,3.559026084010437,6.141676718241227,0.5565246715802887,1.1517611613539442,33.10730160875813,0.9179944971607146,44.1430688116775,0.5012712794380898,RR
5,9.69429637266856,11.895219647422751,3.654931215245095,33.48423010290178,1.8465451057582178,1.3835418547424323,0.3458854636856081,7.2,3.1874754901018454,6.66888540105784,0.6879184568629078,1.227032802603325,48.4714818633428,0.9468595177442856,36.83832621614053,0.4366404780961432,FCFS
3,10.58417535126033,10.612125295987607,2.8785051660710588,25.590162025108757,1.3000860074251515,1.4931265252091284,0.7465632626045642,6.0,3.559026084010437,8.762061523547727,0.8278454610546838,1.0026407295608486,31.75252605378099,0.9404295616303916,52.920876756301645,0.5834468990181044,FCFS
9,12.922278590360575,14.49201158928297,1.858405127374943,37.51687379284145,1.4284754892788216,2.0454822830167334,0.2556852853770917,6.222222222222222,3.4889596595794625,3.741831197463468,0.28956434976217754,1.1214749386453673,116.30050731324518,0.9807914399685538,61.7397754872783,0.5518565366645899,SJF
5,6.585354531088501,9.498701579958814,1.2924317437134225,25.565196775732574,2.569291303557675,0.638179810982145,0.15954495274553626,7.0,3.0983866769659336,6.096130256281214,0.9257102601693302,1.4423979050963507,32.926772655442505,0.9191003076085903,26.341418124354004,0.4363924897135118,FCFS
3,10.04079729621237,10.803872864650424,1.0613971864203537,25.23625671532421,0.8698471964124025,1.8733353374593595,0.9366676687296798,6.666666666666667,3.299831645537222,8.752310210161578,0.871674823418969,1.0759975075610684,30.12239188863711,0.9362932807330793,43.510121616920266,0.48765984909417076,RR
4,9.887934236540843,14.11487825859623,1.068968219818476,34.32364075571485,1.0323669682444014,2.3138560927893796,0.7712853642631265,7.75,3.344772040064913,3.1805236489301327,0.3216570390584227,1.4274850460103914,39.55173694616337,0.9433155187218379,32.13578626875774,0.426085610199352,RR
5,6.726478708257065,9.289720868369336,1.0449392424151052,25.222477636818713,1.7367343856897235,2.0690780564850106,0.5172695141212527,7.4,2.8000000000000003,4.686798944720037,0.6967685691128069,1.3810674605965485,33.632393541285325,0.9226519885099002,24.21532334972543,0.37333333333333335,SJF
3,10.85977056249448,11.283874889045098,1.8745067577303522,26.77332731956894,1.9293614832748192,2.9260709656767885,1.4630354828383942,7.0,4.242640687119285,5.297720691089232,0.48782989111994185,1.0390527888328795,32.57931168748344,0.9162564723413313,43.43908224997792,0.5975550263548288,FCFS
8,10.628514531652415,14.061329799512954,1.3112539890952395,39.00216440182445,1.4941680554001697,1.7841558051549997,0.2548794007364285,7.0,2.958039891549808,4.733034547809506,0.44531477411205656,1.3229816601028666,85.02811625321932,0.9755157155438575,42.51405812660966,0.4166253368380012,RR
8,9.0857316734546,11.067806308127645,1.7192623402221838,28.672995311066256,1.609199062461045,2.452331221287491,0.35033303161249874,6.75,3.112474899497183,3.2637792995804826,0.3592203046361285,1.2181524511079267,72.6858533876368,0.9657514338924101,38.61435961218205,0.4543758977368151,RR
5,8.927751355932434,14.434720380613518,1.0456495890729316,37.762189997051834,1.596582940308929,2.289998126170389,0.5724995315425973,8.0,3.03315017762062,4.164278753071913,0.4664420621778155,1.6168371861097741,44.638756779662174,0.9414801782156891,26.7832540677973,0.3744629848914346,FCFS
3,13.615767357445238,15.922721188828895,2.2259709469260422,36.1333876486505,1.7683500949780206,1.961064565882233,0.9805322829411165,6.333333333333333,3.0912061651652345,7.482372337389821,0.5495373224997403,1.169432524133294,40.847302072335715,0.9396067822150266,63.54024766807778,0.4804983676422645,FCFS
11,10.031374960819186,12.493448353136367,1.2831924277115774,31.322667737654356,1.1442658282520126,1.8930894244481262,0.1893089424448126,6.7272727272727275,3.5952218060518524,7.677896678408162,0.7653882651577374,1.2454372807250864,110.34512456901103,0.9811212756538341,42.86132937804561,0.5265970687958772,SJF
5,7.648805843991975,11.009842411600104,1.4927232016694634,29.643540283573472,1.6380341230666944,2.891294305818912,0.722823576454728,7.6,2.8000000000000003,4.1694222856896275,0.5451076116626293,1.4394197782191287,38.24402921995988,0.9277853038779316,26.005939869572718,0.3636363636363637,SJF
12,11.771709646579069,13.601191145483634,1.0971056020165606,37.16396283442614,1.7615975765217984,2.315693769317467,0.210517615392497,6.5,3.7527767497325675,2.047175520294294,0.1739063892804403,1.1554134067039468,141.26051575894883,0.9804819239132443,52.97269340960581,0.5686025378382679,SJF
7,10.840009922736787,13.981183390114396,1.1588992168291303,35.90134086097354,1.5777019378406725,1.1456329798692981,0.19093882997821635,7.142857142857143,3.270149469217028,5.4605159941474515,0.5037371767247266,1.2897758848715661,75.88006945915751,0.9712476157927061,41.81146684484189,0.4514999267163549,SJF
8,9.809818253496129,12.98346903369337,1.0741933403212947,36.570986501784155,1.2029355434121598,1.2510938397255358,0.17872769138936226,7.125,3.3330729064933458,6.960165004605736,0.7095100872154484,1.3235177959659121,78.47854602796903,0.9783821239938176,38.0130457322975,0.4613249697568645,RR
4,11.530069142727706,15.975803466420043,1.521541938734297,39.18046448634753,1.027265742098785,2.5319750100965797,0.8439916700321932,7.25,3.031088913245535,8.111824781391675,0.7035365253215329,1.3855774209729148,46.120276570910825,0.9475489291586644,43.2377592852289,0.4123930494211613,FCFS
7,11.965497403115352,15.50897801701196,1.1526542020281134,38.27235536939304,1.814717032882157,2.0328291872831628,0.3388048645471938,7.0,3.585685828003181,6.60986892503276,0.5524107107584016,1.2961415221212638,83.75848182180746,0.968612805629097,47.86198961246141,0.5050261729581945,RR
6,12.10636469935075,13.636932740462134,1.730010655612342,34.166664892308255,2.0298714707236747,2.2012831413722354,0.44025662827444706,6.666666666666667,3.39934634239519,5.664655695634874,0.46790724022535535,1.1264267250426931,72.63818819610451,0.9636181650827889,52.460913697186584,0.5023664545411611,RR
6,12.422434505165903,14.563364268537645,1.29357100814935,37.2011034034702,1.5708030408481308,2.8501727066740403,0.570034541334808,6.166666666666667,2.9674156357941426,2.645667633551888,0.21297497140771238,1.1723438157376826,74.53460703099542,0.9617039116895053,60.04176677496853,0.47352377166927806,RR
8,10.941113013264786,15.435622081062911,1.1951178980521098,39.96425254060825,1.904959673998634,1.890998742430979,0.27014267749013987,6.75,2.7726341266023544,8.87763110563795,0.81140109739063,1.4107908457164342,87.52890410611829,0.9670324650604012,46.49973030637534,0.40476410607333646,SJF
4,10.556324006918622,14.066858743400331,1.6412665303969498,34.896877681800866,1.4051323450484885,2.6822930715071602,0.8940976905023869,7.0,2.9154759474226504,5.152401108216497,0.48808667722207183,1.332552764975848,42.22529602767449,0.9381432219562038,42.22529602767449,0.4106304151299508,FCFS
3,13.841147356266895,14.919683016634893,2.8039584102510817,34.93314085141365,1.1976677954298782,1.8277572302940528,0.9138786151470264,6.666666666666667,4.0276819911981905,3.7812010210410127,0.2731855187806369,1.077922417311717,41.523442068800684,0.9481477211864993,59.97830521048987,0.5952239395859394,RR
11,11.146311094593985,13.774773159032819,1.1326976804778377,37.16975940001622,1.30932725030833,2.740981656021939,0.2740981656021939,6.909090909090909,3.4760098716918475,7.1940224935623975,0.6454173432366815,1.2358145257325224,122.60942204053383,0.977472680517163,45.598545386975395,0.495928775468357,RR
9,11.08853131260841,13.489705526352624,1.0585878408907572,34.17426824131245,1.6641061780570863,2.044136987499547,0.25551712343744337,6.333333333333333,3.1269438398822866,4.443500018358858,0.40072935658361697,1.2165457395619126,99.79678181347569,0.9719477757427397,51.74647945883925,0.486053446613827,SJF
5,8.70653966638776,12.16622183644277,1.2938150961485677,32.995649318328745,1.1474783384140497,1.5861795093861555,0.39654487734653887,7.6,2.870540018881465,6.190844856342581,0.7110568714506401,1.3973659229293318,43.5326983319388,0.9529078937416794,29.602234865718387,0.37279740504954095,FCFS
9,11.474590620258294,13.614306356721038,1.2608186820767626,34.09324963331149,1.129048967527294,2.6612923454652346,0.33266154318315433,6.555555555555555,3.5624932315291993,6.8460759148717765,0.5966292080856538,1.1864742549233167,103.27131558232465,0.9732217874193559,50.99818053448131,0.5352660948875259,SJF
14,10.272423343165503,12.241781890207731,1.640628563471024,33.172016279141474,1.5689059256449895,2.858960888643667,0.21992006835720515,6.785714285714286,3.4263385586318447,3.4629162140389793,0.337108012233836,1.1917131412182784,143.81392680431705,0.9798995439742463,43.29092694619748,0.4976010354859526,SJF
4,11.086843903939412,15.65175283443998,1.3472716843997978,38.171747629647264,1.0662014113787301,1.6980917002383056,0.5660305667461019,7.5,3.774917217635375,2.7755091889222925,0.2503425873918988,1.4117410662631005,44.34737561575765,0.9574798327568977,38.803953663787944,0.4966996338993915,FCFS
4,8.079226716907835,10.092809437775937,1.4256554779372432,25.46907066620901,1.204423603987514,2.4048134777512704,0.8016044925837568,7.5,3.2015621187164243,6.513743816266924,0.8062335721604718,1.2492296343973328,32.31690686763134,0.9280834788860691,28.277293509177422,0.421258173515319,SJF
8,8.940913390682965,10.804126568592041,2.011260522643221,28.03105751449239,1.7089387724510352,2.460273508120495,0.3514676440172136,7.0,3.278719262151,2.7528637499004756,0.3078951366164832,1.2083918159693472,71.52730712546372,0.9639556701206049,35.76365356273186,0.46179144537338035,SJF
3,11.023717755774557,12.122316481276966,2.2309408829288135,28.165346145082605,0.4345726187988294,0.4217388902480005,0.21086944512400024,6.666666666666667,3.39934634239519,9.040501585585233,0.8200955236584812,1.0996577334290811,33.07115326732367,0.9810711727106145,47.76944360835641,0.5023664545411611,RR
3,10.288138116058127,10.667994878152143,1.644755593625482,25.318616703979558,0.5386166362560801,0.8546018551414862,0.4273009275707431,7.333333333333333,3.7712361663282534,4.754532023121164,0.4621372661881458,1.0369218179041668,30.86441434817438,0.9658209640724921,37.72317309221314,0.5073411882952807,FCFS
4,10.311073739121657,13.822431556245059,1.121062892966516,34.207760576767775,0.8143773338662549,0.5725565818545985,0.19085219395153283,7.0,3.0,5.169783464891538,0.501381679123936,1.340542401883988,41.24429495648663,0.9762851458920521,41.24429495648663,0.4225352112676057,FCFS
14,10.175191686481565,11.963409684534243,1.5884223965829958,32.93340949797765,1.4487666370163843,2.919973875007164,0.2246133750005511,7.071428571428571,3.4322896504954183,8.228617495466136,0.8086941012028711,1.1757429297797355,142.4526836107419,0.9794578397080416,39.97396733974901,0.4786061265631062,SJF
3,11.348578772518685,12.885761988187284,1.7672978518954308,29.563584579631407,1.5880545468355762,2.522270377856101,1.2611351889280504,5.666666666666667,3.299831645537222,5.813210659689003,0.5122412926071471,1.1354516055694117,34.045736317556056,0.9224882639287595,60.52575345343298,0.572225140844605,FCFS
12,13.319817930555894,15.168754906013477,1.1435164375211164,35.80152481808712,1.4358676809269122,2.768476364281215,0.25167966948011045,6.666666666666667,3.5668224265054493,4.436602930308547,0.33308285093979423,1.138810979631793,159.83781516667074,0.9824564880738164,57.71921103240887,0.5271166147544999,SJF
7,11.590491593037445,14.383877103881362,1.5534814025779777,36.56497036888955,1.490417300115061,2.6761367677526673,0.44602279462544453,6.857142857142857,3.136356914300021,4.631085807385997,0.39955904977904033,1.2410066465620784,81.13344115126212,0.964716462428689,48.01775088544085,0.4508110554435349,RR
4,9.513083297228679,12.721164323192957,1.63173757151483,31.53760553309089,1.6558646814479332,1.8183350822024258,0.6061116940674752,7.25,3.112474899497183,7.1587087681615715,0.7525119400822469,1.3372283123915087,38.052333188914716,0.933044032598999,35.67406236460754,0.4234659727207052,SJF
13,10.71480368623163,12.794728477515372,1.132025546160253,36.291724644412824,1.3494251079324768,2.618589931358557,0.2182158276132131,6.846153846153846,3.634157480313144,9.763896725096515,0.9112529740178986,1.1941169294549387,139.2924479210112,0.9813430966680157,44.50764608126985,0.5231898919609178,SJF
5,8.684677941986354,13.150411546519955,1.4423544204192895,34.93256605837993,1.519893796670799,1.852402267437978,0.4631005668594945,7.4,3.2619012860600183,6.521402590597203,0.7509089725790835,1.5142083142707996,43.42338970993177,0.9372174555612024,31.26484059115087,0.4349201714746691,FCFS
8,9.807690769286735,12.093446998969567,2.2458798588662523,32.78345509499005,1.3343943385511952,2.0438435039627754,0.2919776434232536,7.375,3.1598061649411346,7.528309899407252,0.7675925023026342,1.2330575344851604,78.46152615429388,0.968367646526568,35.552879038664415,0.4227165438048341,RR
3,10.207228865499827,10.537171714212946,1.7033458503609638,25.056857000387442,0.9503988286742094,1.5623682434849395,0.7811841217424698,6.0,3.559026084010437,7.099024195094345,0.6954898620024937,1.0323244293883052,30.621686596499483,0.948463929080473,51.03614432749914,0.5834468990181044,FCFS
13,12.732070253639765,15.726350340416275,1.2278808608947505,39.95100655441572,1.5628122868545948,2.6076381756897504,0.2173031813074792,6.923076923076923,3.8322826791018927,3.5402393235051157,0.27805684802069436,1.2351762146396046,165.51691329731696,0.9834580470363379,51.90767103406981,0.5456700419312662,SJF
3,13.534606523413188,17.14761096254101,1.3063500997681614,37.784697660103326,2.0564706887937767,2.1433928982672414,1.0716964491336207,6.666666666666667,3.39934634239519,4.363661942403104,0.32240774305884035,1.2669456576279312,40.603819570239565,0.9344532282402843,58.64996160145714,0.5023664545411611,FCFS
14,11.853095628213962,15.142140924382206,1.4231080328056063,38.455041915665674,2.1367067054669713,2.622656770381592,0.20174282849089173,7.142857142857143,3.461154697024491,4.218326850147387,0.3558839802242454,1.2774840766777684,165.94333879499547,0.9824326877299351,45.71908313739671,0.4778714571828686,SJF
11,10.968538046451885,14.241848996144803,1.30824475735727,38.751875360535024,1.4312476451448626,2.4997928704140326,0.24997928704140326,7.181818181818182,3.214121732666125,2.030559381268665,0.18512580005368287,1.298427277712892,120.65391851097073,0.978898979057933,41.87987254099811,0.4413900007406664,SJF
3,14.583553476314647,17.488055607446118,1.2157794796419334,39.28757080642447,0.5715991438338696,0.6380549153259699,0.31902745766298496,7.0,4.242640687119285,2.7222146452209026,0.18666332932108004,1.199162853953854,43.75066042894394,0.9777868836594091,58.334213905258586,0.5975550263548288,RR
5,7.343177331750935,10.061338618751245,1.6521750063654648,27.442028660715494,1.7126778995782206,2.4258216937868373,0.6064554234467093,7.8,2.9933259094191533,7.451555230632558,1.0147589924613438,1.3701614661064139,36.71588665875468,0.933369524181728,23.498167461602993,0.37890201385052574,FCFS
4,10.673339509654603,14.797240752677714,1.2844696286300787,36.284591041327616,1.4728568445169248,2.2690158614506455,0.7563386204835485,7.0,2.9154759474226504,3.0950290774330673,0.2899775721210263,1.3863740340399389,42.69335803861841,0.9457459512887839,42.69335803861841,0.4106304151299508,RR
7,11.174139198927167,13.927389492739394,1.1636962248480969,34.6593486917142,1.574690928430821,2.653714943133904,0.44228582385565063,6.571428571428571,3.288818409491811,8.563900675842198,0.7664036149347793,1.246394844810647,78.21897439249017,0.9668101674121851,49.485473595248884,0.49297063953838716,SJF
3,11.367267102940952,14.474043978981308,1.038216830011645,31.83636554292184,0.8680425023872521,1.3205085592701007,0.6602542796350503,6.0,2.8284271247461903,6.881991826318439,0.6054218453737154,1.2733090414701849,34.10180130882286,0.9537754378745129,56.83633551470476,0.46367657782724436,RR
4,9.717594486985234,13.498604632847789,1.0571095650694349,33.041794404415064,1.901781833521998,2.2619543812439495,0.7539847937479832,7.75,3.344772040064913,9.257378512262097,0.9526409570455421,1.3890891054289678,38.87037794794094,0.9310961156510399,31.582182082702012,0.426085610199352,FCFS
3,14.72548206777649,17.490094312492623,1.1948312699164234,39.42251723821484,1.4549582968054195,0.7612364310101309,0.38061821550506547,6.0,3.559026084010437,9.301845195944157,0.6316835777009446,1.1877434118619372,44.17644620332947,0.9577401789258233,73.62741033888244,0.5834468990181044,FCFS
3,11.29192258495848,11.513600944662718,2.8506509440203125,27.570883740329055,1.6493012327100918,2.4519310345624774,1.2259655172812387,7.0,3.559026084010437,3.4787649485498937,0.3080755223369861,1.019631586918558,33.87576775487544,0.9240404229004265,45.16769033983392,0.5012712794380898,FCFS
8,9.555666419034058,12.50054116539485,1.1339836491366961,31.231585243894912,1.6086067060515212,2.609295104631821,0.3727564435188316,7.25,3.418698582794336,6.299950029385876,0.6592894470276738,1.3081809909662456,76.44533135227246,0.9642420172093246,35.83374907137772,0.46512905888358314,SJF
3,11.886299297965172,13.007885453031864,1.9882582835346874,30.26399114661572,1.2772271225616592,2.1135864719714466,1.0567932359857233,6.0,3.559026084010437,2.200942671201455,0.18516635127791511,1.0943595754196345,35.658897893895514,0.9351654296217842,59.43149648982586,0.5834468990181044,FCFS
6,11.500960201848997,13.34340583741995,1.1012967316613957,32.700080605396124,1.3043559053226257,2.2517186845480093,0.45034373690960183,6.833333333333333,3.8477987935383986,2.8141263724109242,0.24468621080512043,1.1601992879929055,69.00576121109398,0.9673533818761463,47.92066750770416,0.5549709798372691,RR
12,11.804952785479927,13.214539054873063,1.1493015897657266,35.73510665283009,1.4333331720554285,2.4992572963673974,0.22720520876067252,5.916666666666667,3.499007795869503,8.743649825880922,0.7406763910682979,1.11940634537115,141.65943342575912,0.9816784226746254,60.00850999285629,0.5815525422497789,SJF
7,10.24908785747051,12.886133992068867,1.259776155710577,33.366707168908526,1.8800889371113827,2.8453668535351744,0.4742278089225291,6.571428571428571,3.288818409491811,3.4431308126347675,0.3359450968239175,1.2572956902380563,71.74361500229357,0.9612007353929195,45.38881765451226,0.49297063953838716,RR
3,14.497228110124082,17.314576022888033,1.8533022654949725,38.97931682234422,1.4362609389423018,2.258518839684961,1.1292594198424806,7.0,3.559026084010437,4.670109632058986,0.32213810782197966,1.1943370064513552,43.491684330372244,0.9373431858035678,57.98891244049633,0.5012712794380898,FCFS
4,8.581647417731112,9.739391640232693,1.1242842664581634,25.333277230383707,0.9216185886071813,1.8509217730693799,0.6169739243564599,7.0,3.0,5.923268153484106,0.6902250657893084,1.1349093205704872,34.32658967092445,0.9444975014189219,34.32658967092445,0.4225352112676057,RR
5,9.463989514308889,12.289511388282612,2.584783641184913,34.02817539340052,1.8480870176198656,2.274281664356793,0.5685704160891982,7.2,3.1874754901018454,5.247935059275032,0.554516153186827,1.298555051197144,47.319947571544446,0.9466208490123518,35.963160154373774,0.4366404780961432,FCFS
11,10.389011774556842,14.184699161647963,1.3552451175277955,38.22493723499069,1.4565497121011541,2.549164096449156,0.2549164096449156,7.0,3.1042492870843406,5.294917923339968,0.5096652153487264,1.3653559616119533,114.27912952012527,0.9778475188925837,41.55604709822737,0.4372182094484987,SJF
4,9.548947739321658,11.909899191182129,1.536885451405003,30.13115193956606,1.2484250733819402,1.7715714538197567,0.5905238179399189,7.25,3.112474899497183,6.039025296178672,0.6324283534729739,1.2472472901006986,38.19579095728663,0.9553623763914795,35.80855402245622,0.4234659727207052,RR
11,10.57988712494828,13.923709472036263,1.1808021708686827,38.470458234249804,1.3933558348309116,2.513074751296169,0.2513074751296169,7.181818181818182,3.459326834625536,5.308392812202812,0.5017438040227449,1.3160546334377201,116.37875837443109,0.9782295708264013,40.395932658893436,0.475063610248201,SJF
7,11.25829320781074,13.790783628739053,1.1417364680459487,33.11820709006088,1.3841095974596591,2.8195080425042893,0.46991800708404824,7.0,3.854496446637726,8.1900943404333,0.7274721122693095,1.2249444364418696,78.80805245467518,0.9651087501108021,45.03317283124296,0.5428868234701023,RR
3,14.66197674332372,16.21990596698383,3.044424719134957,37.59974537292621,1.4342494478550716,1.5615541109524105,0.7807770554762052,7.0,3.559026084010437,2.8537411884196713,0.1946355009544748,1.1062564244189999,43.98593022997116,0.9511135403483667,58.64790697329488,0.5012712794380898,RR
4,10.029812934549703,12.967037408766416,1.749512579380303,32.47231142199628,2.573693341882647,0.9164733570691657,0.3054911190230552,7.5,3.774917217635375,4.739409485379954,0.4725321914084865,1.2928493774892704,40.11925173819881,0.9310179888086878,35.10434527092396,0.4966996338993915,FCFS
3,15.301131642645577,17.346087938414957,2.5042742163030964,39.824418428591756,1.63046198151041,1.4150452495801344,0.7075226247900672,6.0,2.8284271247461903,3.338696936681858,0.21819934725459264,1.133647389195052,45.90339492793673,0.9501718120468716,76.50565821322789,0.46367657782724436,FCFS
7,12.821382563553886,15.527011352776967,1.4248771862565122,39.21328577124768,1.152936486227407,2.4748683530848496,0.41247805884747496,6.714285714285714,3.0572763655760995,9.822411319910197,0.7660961110256099,1.211024729650772,89.7496779448772,0.96853580990899,54.94878241523094,0.44865690899439614,RR
5,9.789760373805006,14.218869192615585,1.4620099739976107,38.17035005056376,1.5326758815988981,2.7615782615090034,0.6903945653772509,7.8,3.4292856398964493,4.03875439129895,0.41254885074671127,1.4524225976625318,48.94880186902503,0.9431568922453174,31.32723319617602,0.4340867898603101,RR
3,9.703967630028533,11.367549303161523,1.4425222728933234,25.778021343027607,1.5854734152645138,2.012799536613153,1.0063997683065764,6.0,3.559026084010437,5.366262512610493,0.5529967449607738,1.1714331432830736,29.1119028900856,0.9170079665996806,48.51983815014266,0.5834468990181044,RR
6,10.195540217430478,12.510504665111325,1.1319053690241163,30.473455607809527,1.1726056510638971,2.0997572611296516,0.41995145222593033,7.0,3.559026084010437,3.18990561854553,0.3128726433830363,1.2270565755528229,61.17324130458287,0.963293670137197,40.78216086972191,0.5012712794380898,RR
7,10.863561969843579,13.11566033315883,1.242696290866614,36.39665207863609,1.6565556347357222,2.44989786879202,0.4083163114653367,7.0,3.5456210417116734,3.0057874526188497,0.27668525857013443,1.2073075451280995,76.04493378890506,0.9659032839181635,43.454247879374314,0.4993832453115033,RR
